playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,IBB,HBP,SH,SF,GIDP
sheetla01,1990,1,DET,AL,131,360,40,94,17,2,10,52,1,3,24,42,0.261,2,2,0,4,13
sheffga01,1990,1,ML4,AL,125,487,67,143,30,1,10,67,25,10,44,41,0.294,1,3,4,9,11
shelbjo01,1990,1,LAN,NL,25,24,2,6,1,0,0,2,1,0,0,7,0.25,0,0,0,0,1
shelbjo01,1990,2,DET,AL,78,222,22,55,9,3,4,20,3,5,10,51,0.248,0,0,6,0,6
sherrti01,1990,1,SLN,NL,8,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
shower01,1990,1,SDN,NL,39,25,3,5,1,0,0,2,0,0,0,8,0.2,0,0,1,0,0
shumpte01,1990,1,KCA,AL,32,91,7,25,6,1,0,8,3,3,2,17,0.275,0,1,0,2,4
sierrru01,1990,1,TEX,AL,159,608,70,170,37,2,16,96,9,0,49,86,0.28,13,1,0,8,15
simmsmi01,1990,1,HOU,NL,12,13,3,4,1,0,1,2,0,0,0,4,0.308,0,0,0,0,1
sinatma01,1990,1,SEA,AL,30,50,2,15,1,0,0,4,1,0,4,10,0.3,0,0,3,0,3
siskdo01,1990,1,ATL,NL,3,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
skinnjo01,1990,1,CLE,AL,49,139,16,35,4,1,2,16,0,0,7,44,0.252,0,0,0,0,2
slaugdo01,1990,1,PIT,NL,84,230,27,69,18,3,4,29,0,1,27,27,0.3,2,3,3,4,2
smilejo01,1990,1,PIT,NL,26,49,1,6,0,0,0,3,0,0,3,15,0.122,0,0,3,0,0
smithbr01,1990,1,SLN,NL,26,39,2,10,1,0,1,7,0,0,1,9,0.256,0,0,11,0,1
smithda02,1990,1,HOU,NL,49,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
smithda04,1990,1,KCA,AL,2,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
smithdw01,1990,1,CHN,NL,117,290,34,76,15,0,6,27,11,6,28,46,0.262,2,2,0,2,7
smithgr01,1990,1,CHN,NL,18,44,4,9,2,1,0,5,1,0,2,5,0.205,0,0,1,1,1
smithle02,1990,1,BOS,AL,11,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
smithle02,1990,2,SLN,NL,53,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
smithlo01,1990,1,ATL,NL,135,466,72,142,27,9,9,42,10,10,58,69,0.305,3,6,1,6,2
smithmi05,1990,1,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
smithoz01,1990,1,SLN,NL,143,512,61,130,21,1,1,50,32,6,61,33,0.254,4,2,7,10,8
smithpe02,1990,1,ATL,NL,13,23,2,2,0,0,0,0,0,0,1,1,0.087,0,0,4,0,0
smithro01,1990,1,MIN,AL,32,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
smithza01,1990,1,MON,NL,23,40,1,7,1,1,0,2,0,0,0,9,0.175,0,0,7,0,1
smithza01,1990,2,PIT,NL,11,28,0,4,2,0,0,0,0,0,1,7,0.143,0,0,1,0,0
smoltjo01,1990,1,ATL,NL,38,74,7,12,2,0,0,4,1,0,6,32,0.162,0,0,7,0,2
snydeco02,1990,1,CLE,AL,123,438,46,102,27,3,14,55,1,4,21,118,0.233,3,2,1,6,11
sojolu01,1990,1,TOR,AL,33,80,14,18,3,0,1,9,1,1,5,5,0.225,0,0,0,0,1
sorrepa01,1990,1,MIN,AL,41,121,11,25,4,1,5,13,1,1,12,31,0.207,0,1,0,1,3
sosasa01,1990,1,CHA,AL,153,532,72,124,26,10,15,70,32,16,33,150,0.233,4,6,2,6,10
spierbi01,1990,1,ML4,AL,112,363,44,88,15,3,2,36,11,6,16,45,0.242,0,1,6,3,12
sprinst01,1990,1,CLE,AL,4,12,1,2,0,0,0,1,0,0,0,6,0.167,0,0,0,1,0
stanlmi02,1990,1,TEX,AL,103,189,21,47,8,1,2,19,1,0,30,25,0.249,2,0,6,1,4
stantmi02,1990,1,ATL,NL,7,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
starkma01,1990,1,CHA,AL,8,16,0,4,1,0,0,3,0,0,1,6,0.25,0,0,1,0,2
steinte01,1990,1,OAK,AL,114,379,32,95,15,2,9,57,0,1,19,66,0.251,1,4,5,3,11
stephph01,1990,1,SDN,NL,103,182,26,38,9,1,4,19,2,1,30,43,0.209,1,0,0,1,3
stephra01,1990,1,SLN,NL,5,15,2,2,1,0,1,1,0,0,0,3,0.133,0,0,0,0,2
stevele01,1990,1,CAL,AL,67,248,28,53,10,0,7,32,1,1,22,75,0.214,3,0,2,3,8
stewada01,1990,1,OAK,AL,36,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
stiebda01,1990,1,TOR,AL,33,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
stillku01,1990,1,KCA,AL,144,506,60,126,35,4,3,51,0,2,39,60,0.249,1,4,4,7,11
stoneje01,1990,1,BOS,AL,10,2,1,1,0,0,0,1,0,1,0,1,0.5,0,0,0,0,0
stottme02,1990,1,KCA,AL,13,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
stottto01,1990,1,TOR,AL,33,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
strawda01,1990,1,NYN,NL,152,542,92,150,18,1,37,108,15,8,70,110,0.277,15,4,0,5,5
stubbfr01,1990,1,HOU,NL,146,448,59,117,23,2,23,71,19,6,48,114,0.261,3,2,1,2,4
surhobj01,1990,1,ML4,AL,135,474,55,131,21,4,6,59,18,7,41,37,0.276,5,1,7,7,8
sutclri01,1990,1,CHN,NL,5,5,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0
sutkogl01,1990,1,CIN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sveumda01,1990,1,ML4,AL,48,117,15,23,7,0,1,12,0,1,12,30,0.197,0,2,0,2,2
swanru01,1990,1,SFN,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
swanru01,1990,2,SEA,AL,11,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
swiftbi02,1990,1,SEA,AL,55,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
swindgr01,1990,1,CLE,AL,34,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
tablepa01,1990,1,KCA,AL,75,195,12,53,14,0,1,19,0,2,20,21,0.272,2,1,0,3,8
tablepa01,1990,2,NYN,NL,17,43,6,12,1,1,1,10,0,0,3,8,0.279,0,1,0,0,0
tananfr01,1990,1,DET,AL,34,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
tapanke01,1990,1,MIN,AL,28,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
tartada01,1990,1,KCA,AL,88,313,41,84,19,0,15,60,1,1,36,93,0.268,0,0,0,3,9
taylodo01,1990,1,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
telfoan01,1990,1,BAL,AL,8,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
templga01,1990,1,SDN,NL,144,505,45,125,25,3,9,59,1,4,24,59,0.248,7,0,8,4,17
terrewa01,1990,1,PIT,NL,16,28,0,3,0,0,0,0,0,0,1,13,0.107,0,0,1,0,1
terrewa01,1990,2,DET,AL,13,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
terrysc01,1990,1,SLN,NL,50,11,2,5,1,0,0,0,0,0,0,3,0.455,0,0,1,0,0
tettlmi01,1990,1,BAL,AL,135,444,68,99,21,2,15,51,2,4,106,160,0.223,3,5,0,4,7
teufeti01,1990,1,NYN,NL,80,175,28,43,11,0,10,24,0,0,15,33,0.246,1,0,1,1,5
tewksbo01,1990,1,SLN,NL,28,41,2,7,1,0,0,2,0,0,4,18,0.171,0,0,9,0,1
thigpbo01,1990,1,CHA,AL,77,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
thomaan01,1990,1,ATL,NL,84,278,26,61,8,0,5,30,2,1,11,43,0.219,2,0,0,1,10
thomafr04,1990,1,CHA,AL,60,191,39,63,11,3,7,31,0,1,44,54,0.33,0,2,0,3,5
thompmi02,1990,1,SLN,NL,135,418,42,91,14,7,6,30,25,5,39,60,0.218,5,5,1,0,4
thompri01,1990,1,MON,NL,1,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
thompro01,1990,1,SFN,NL,144,498,67,122,22,3,15,56,14,4,34,96,0.245,1,6,8,3,9
thondi01,1990,1,PHI,NL,149,552,54,141,20,4,8,48,12,5,37,77,0.255,10,3,1,2,14
thornlo01,1990,1,NYN,NL,3,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
thurmga01,1990,1,KCA,AL,23,60,5,14,3,0,0,3,1,1,2,12,0.233,0,0,1,0,2
thurmma01,1990,1,SFN,NL,43,5,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0
tibbsja01,1990,1,BAL,AL,10,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
tibbsja01,1990,2,PIT,NL,5,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
tinglro01,1990,1,CAL,AL,5,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
tollewa01,1990,1,NYA,AL,73,74,12,11,1,1,0,4,1,0,6,21,0.149,0,0,2,1,0
tomlira01,1990,1,PIT,NL,12,25,1,1,1,0,0,0,0,0,1,7,0.04,0,0,2,0,1
torveke01,1990,1,NYN,NL,20,38,0,11,4,0,0,2,0,0,4,9,0.289,0,2,0,0,1
trammal01,1990,1,DET,AL,146,559,71,170,37,1,14,89,12,10,68,55,0.304,7,1,3,6,11
traxlbr01,1990,1,LAN,NL,9,11,0,1,1,0,0,0,0,0,0,4,0.091,0,0,0,0,0
treadje01,1990,1,ATL,NL,128,474,56,134,20,2,11,59,3,4,25,42,0.283,1,3,5,4,10
trevial01,1990,1,HOU,NL,42,69,3,13,3,0,1,10,0,1,6,11,0.188,1,2,1,2,2
trevial01,1990,2,NYN,NL,9,10,0,3,1,0,0,2,0,0,1,0,0.3,0,0,0,1,0
trevial01,1990,3,CIN,NL,7,7,0,3,1,0,0,1,0,0,0,0,0.429,0,1,0,0,0
tudorjo01,1990,1,SLN,NL,25,46,3,7,2,0,0,3,0,0,2,19,0.152,0,0,7,0,0
uribejo01,1990,1,SFN,NL,138,415,35,103,8,6,1,24,5,9,29,49,0.248,13,0,4,0,8
valdeef01,1990,1,CLE,AL,13,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
valdera01,1990,1,SDN,NL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valdese01,1990,1,ATL,NL,6,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
valdese01,1990,2,CLE,AL,24,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
valenfe01,1990,1,LAN,NL,35,69,8,21,5,0,1,11,0,0,1,12,0.304,0,0,7,1,0
valerju01,1990,1,NYN,NL,3,5,0,1,0,0,0,2,0,0,0,1,0.2,0,0,0,0,0
valleda01,1990,1,SEA,AL,107,308,37,66,15,0,7,33,1,2,45,48,0.214,0,7,4,0,11
vanslan01,1990,1,PIT,NL,136,493,67,140,26,6,17,77,14,4,66,89,0.284,2,1,3,4,6
varshga01,1990,1,CHN,NL,46,48,10,12,4,0,0,1,2,0,1,6,0.25,1,0,0,0,1
vatchji01,1990,1,PHI,NL,36,46,5,12,1,0,1,4,0,0,4,6,0.261,0,0,0,0,1
vatchji01,1990,2,ATL,NL,21,27,2,7,1,1,0,3,0,0,1,9,0.259,0,0,0,0,0
vaughgr01,1990,1,ML4,AL,120,382,51,84,26,2,17,61,7,4,33,91,0.22,1,1,7,6,11
velarra01,1990,1,NYA,AL,95,229,21,48,6,2,5,19,0,3,20,53,0.21,0,1,2,1,6
venabma01,1990,1,CAL,AL,93,189,26,49,9,3,4,21,5,1,24,31,0.259,2,0,7,2,3
venturo01,1990,1,CHA,AL,150,493,48,123,17,1,5,54,1,4,55,53,0.249,2,1,13,3,5
veresra01,1990,1,ML4,AL,26,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
villahe01,1990,1,CHN,NL,52,114,14,31,4,1,7,18,1,0,4,27,0.272,2,2,0,0,3
violafr01,1990,1,NYN,NL,35,85,4,13,0,0,0,4,0,0,0,20,0.153,0,0,7,0,1
virgioz02,1990,1,TOR,AL,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
vizcajo01,1990,1,LAN,NL,37,51,3,14,1,1,0,2,1,1,4,8,0.275,1,0,0,0,1
vizquom01,1990,1,SEA,AL,81,255,19,63,3,2,2,18,4,1,18,22,0.247,0,0,10,2,7
vosbeed01,1990,1,SFN,NL,18,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wagnehe02,1990,1,KCA,AL,5,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
walewji01,1990,1,NYA,AL,9,5,1,1,1,0,0,1,1,1,0,0,0.2,0,0,0,0,0
walkbo01,1990,1,PIT,NL,26,37,3,6,1,0,0,4,0,0,1,13,0.162,0,1,10,0,1
walkegr01,1990,1,CHA,AL,2,5,0,1,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0
walkegr01,1990,2,BAL,AL,14,34,2,5,0,0,0,2,1,0,3,9,0.147,0,1,0,0,2
walkela01,1990,1,MON,NL,133,419,59,101,18,3,19,51,21,7,49,112,0.241,5,5,3,2,8
walkemi01,1990,1,CLE,AL,18,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wallati01,1990,1,MON,NL,161,626,69,185,37,5,21,98,6,9,42,80,0.296,11,3,0,7,12
wallide01,1990,1,SLN,NL,78,127,7,28,5,0,1,19,0,0,8,15,0.22,0,0,1,1,5
walshda01,1990,1,LAN,NL,20,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
waltoje01,1990,1,CHN,NL,101,392,63,103,16,2,2,21,14,7,50,70,0.263,1,4,1,2,4
wapnist01,1990,1,DET,AL,4,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wardco02,1990,1,CLE,AL,22,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
warddu01,1990,1,TOR,AL,73,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wardga01,1990,1,DET,AL,106,309,32,79,11,2,9,46,2,0,30,50,0.256,0,1,2,2,12
wardtu01,1990,1,CLE,AL,14,46,10,16,2,1,1,10,3,0,3,8,0.348,0,0,0,0,1
washicl01,1990,1,CAL,AL,12,34,3,6,1,0,1,3,1,0,2,8,0.176,0,0,0,0,1
washicl01,1990,2,NYA,AL,33,80,4,13,1,1,0,6,3,1,2,17,0.163,1,0,0,1,1
waynega01,1990,1,MIN,AL,38,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
webstle01,1990,1,MIN,AL,2,6,1,2,1,0,0,0,0,0,1,1,0.333,0,0,0,0,0
webstmi01,1990,1,CLE,AL,128,437,58,110,20,6,12,55,22,6,20,61,0.252,1,3,11,6,5
wegmabi01,1990,1,ML4,AL,8,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
weisswa01,1990,1,OAK,AL,138,445,50,118,17,1,2,35,9,3,46,53,0.265,5,4,6,4,7
welchbo01,1990,1,OAK,AL,35,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wellsda01,1990,1,TOR,AL,43,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wellste01,1990,1,LAN,NL,5,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
westda01,1990,1,MIN,AL,29,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
westomi01,1990,1,BAL,AL,9,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wettejo01,1990,1,LAN,NL,22,7,2,1,0,0,1,3,0,0,0,1,0.143,0,0,1,0,0
whitalo01,1990,1,DET,AL,132,472,75,112,22,2,18,60,8,2,74,71,0.237,7,0,1,5,10
whitede03,1990,1,CAL,AL,125,443,57,96,17,3,11,44,21,6,44,116,0.217,5,3,10,3,6
whitefr01,1990,1,KCA,AL,82,241,20,52,14,1,2,21,1,0,10,32,0.216,0,3,0,3,7
whitema01,1990,1,TOR,AL,33,88,12,24,1,1,2,7,2,0,7,14,0.273,0,0,0,1,2
whitewa02,1990,1,NYN,NL,38,8,0,2,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0
whitsed01,1990,1,SDN,NL,33,67,6,10,1,0,1,4,0,0,2,16,0.149,0,0,13,0,1
whitter01,1990,1,ATL,NL,67,180,14,31,8,0,2,10,0,2,23,27,0.172,1,0,0,1,6
wickake01,1990,1,CLE,AL,10,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wilkecu01,1990,1,CHN,NL,77,186,21,41,5,1,0,16,2,2,7,36,0.22,2,0,3,0,4
wilkide01,1990,1,CHN,NL,7,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
willaje01,1990,1,CHA,AL,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
willied01,1990,1,SDN,NL,14,42,5,12,3,0,3,4,0,1,5,6,0.286,2,0,0,0,1
willike02,1990,1,DET,AL,57,83,10,11,2,0,0,5,2,2,3,24,0.133,0,1,0,1,0
willike02,1990,2,TOR,AL,49,72,13,14,6,1,0,8,7,2,7,18,0.194,0,1,0,1,1
willima04,1990,1,SFN,NL,159,617,87,171,27,2,33,122,7,4,33,138,0.277,9,7,2,5,13
willima05,1990,1,BAL,AL,49,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
willimi02,1990,1,CHN,NL,59,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willsfr01,1990,1,TOR,AL,44,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wilsocr01,1990,1,SLN,NL,55,121,13,30,2,0,0,7,0,2,8,14,0.248,0,0,0,2,7
wilsogl01,1990,1,HOU,NL,118,368,42,90,14,0,10,55,0,3,26,64,0.245,1,1,0,4,16
wilsomo01,1990,1,TOR,AL,147,588,81,156,36,4,3,51,23,4,31,102,0.265,0,0,6,4,10
wilsost01,1990,1,CHN,NL,45,37,3,6,1,0,0,3,0,0,3,11,0.162,0,0,5,0,0
wilsotr01,1990,1,SFN,NL,27,29,2,4,0,0,0,0,0,0,2,10,0.138,0,0,5,0,0
wilsowi02,1990,1,KCA,AL,115,307,49,89,13,3,2,42,24,6,30,57,0.29,1,2,3,3,4
winfida01,1990,1,NYA,AL,20,61,7,13,3,0,2,6,0,0,4,13,0.213,0,1,0,1,2
winfida01,1990,2,CAL,AL,112,414,63,114,18,2,19,72,0,1,48,68,0.275,3,1,1,6,15
winnihe01,1990,1,CIN,NL,84,160,20,41,8,5,3,17,6,4,14,31,0.256,1,0,2,1,0
wittbo01,1990,1,TEX,AL,35,0,1,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wittmi01,1990,1,CAL,AL,10,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
wittmi01,1990,2,NYA,AL,16,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
worthcr01,1990,1,BAL,AL,133,425,46,96,17,0,8,44,1,2,63,96,0.226,2,3,7,3,13
wronari01,1990,1,CHN,NL,16,29,3,5,0,0,0,0,1,0,2,11,0.172,1,0,1,0,0
wynnema01,1990,1,CHN,NL,92,186,21,38,8,2,4,19,3,2,14,25,0.204,3,1,1,0,4
yeldier01,1990,1,HOU,NL,142,511,69,130,9,5,1,28,64,25,39,87,0.254,1,0,4,5,11
yettri01,1990,1,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
yorkmi01,1990,1,PIT,NL,4,3,1,1,0,0,0,0,0,0,0,1,0.333,0,0,0,0,0
youngcl01,1990,1,CAL,AL,17,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
youngcu01,1990,1,OAK,AL,28,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
youngge02,1990,1,HOU,NL,57,154,15,27,4,1,1,4,6,3,20,23,0.175,0,0,4,1,3
youngma01,1990,1,SEA,AL,34,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
yountro01,1990,1,ML4,AL,158,587,98,145,17,5,17,77,15,8,78,89,0.247,6,6,4,8,7
zeileto01,1990,1,SLN,NL,144,495,62,121,25,3,15,57,2,4,67,77,0.244,3,2,0,6,11
abbotji01,1991,1,CAL,AL,34,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
abbotky01,1991,1,CAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
abbotpa01,1991,1,MIN,AL,15,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
abnersh01,1991,1,SDN,NL,53,115,15,19,4,1,1,5,0,0,7,25,0.165,4,1,1,1,3
abnersh01,1991,2,CAL,AL,41,101,12,23,6,1,2,9,1,2,4,18,0.228,0,0,0,0,3
ackerji01,1991,1,TOR,AL,54,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
afenitr01,1991,1,OAK,AL,5,11,0,1,0,0,0,0,0,0,0,2,0.091,0,0,0,0,1
agostju01,1991,1,SLN,NL,72,3,0,1,0,0,0,0,0,0,1,2,0.333,0,0,0,0,0
aguilri01,1991,1,MIN,AL,63,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
akerfda01,1991,1,PHI,NL,30,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
aldremi01,1991,1,SDN,NL,12,15,2,0,0,0,0,1,0,1,3,4,0,0,0,0,0,1
aldremi01,1991,2,CLE,AL,85,183,22,48,6,1,1,19,1,2,36,37,0.262,1,0,1,2,0
aldresc01,1991,1,DET,AL,11,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
alexage01,1991,1,TEX,AL,30,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
alicelu01,1991,1,SLN,NL,56,68,5,13,3,0,0,0,0,1,8,19,0.191,0,0,0,0,0
allanan01,1991,1,DET,AL,60,151,10,35,10,0,1,16,0,1,7,31,0.232,0,0,2,0,3
allisda01,1991,1,OAK,AL,11,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
allrebe01,1991,1,CLE,AL,48,125,17,29,3,0,3,12,2,2,25,35,0.232,2,1,3,2,1
alomaro01,1991,1,TOR,AL,161,637,88,188,41,11,9,69,53,11,57,86,0.295,3,4,16,5,5
alomasa02,1991,1,CLE,AL,51,184,10,40,9,0,0,7,0,4,8,24,0.217,1,4,2,1,4
alvarwi01,1991,1,CHA,AL,10,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
amarari01,1991,1,SEA,AL,14,16,2,1,0,0,0,0,0,0,1,5,0.063,0,1,0,0,1
amaroru02,1991,1,CAL,AL,10,23,0,5,1,0,0,2,0,0,3,3,0.217,1,0,0,0,1
anderal02,1991,1,MIN,AL,29,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
anderbr01,1991,1,BAL,AL,113,256,40,59,12,3,2,27,12,5,38,44,0.23,0,5,11,3,1
anderda02,1991,1,SFN,NL,100,226,24,56,5,2,2,13,2,4,12,35,0.248,2,0,2,0,8
anderla02,1991,1,SDN,NL,38,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anthoer01,1991,1,HOU,NL,39,118,11,18,6,0,1,7,1,0,12,41,0.153,1,0,0,2,2
appieke01,1991,1,KCA,AL,34,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
aquinlu01,1991,1,KCA,AL,38,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
armstja01,1991,1,CIN,NL,27,43,3,4,1,0,0,2,0,0,1,18,0.093,0,0,5,0,1
arnsbbr01,1991,1,TEX,AL,9,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
ashbyan01,1991,1,PHI,NL,8,12,0,1,0,0,0,0,0,0,0,9,0.083,0,0,1,0,0
assenpa01,1991,1,CHN,NL,75,4,1,1,0,0,0,0,0,0,1,1,0.25,0,0,0,0,0
augusdo01,1991,1,ML4,AL,28,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
austiji02,1991,1,ML4,AL,5,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
averyst01,1991,1,ATL,NL,37,79,4,17,1,1,0,2,1,0,4,31,0.215,0,0,5,0,1
azocaos01,1991,1,SDN,NL,38,57,5,14,2,0,0,9,2,0,1,9,0.246,1,1,0,1,1
backmwa01,1991,1,PHI,NL,94,185,20,45,12,0,0,15,3,2,30,30,0.243,0,0,2,3,2
baergca01,1991,1,CLE,AL,158,593,80,171,28,2,11,69,3,2,48,74,0.288,5,6,4,3,12
bagweje01,1991,1,HOU,NL,156,554,79,163,26,4,15,82,7,4,75,116,0.294,5,13,1,7,12
bailesc01,1991,1,CAL,AL,42,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
baineha01,1991,1,OAK,AL,141,488,76,144,25,1,20,90,0,1,72,67,0.295,22,1,0,5,12
ballaje01,1991,1,BAL,AL,26,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
banisje01,1991,1,PIT,NL,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bankhsc01,1991,1,SEA,AL,17,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
bankswi01,1991,1,MIN,AL,5,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
bannifl01,1991,1,CAL,AL,16,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
barbebr01,1991,1,MON,NL,57,136,16,48,12,2,2,18,0,0,20,22,0.353,2,2,1,3,4
barfije01,1991,1,NYA,AL,84,284,37,64,12,0,17,48,1,0,36,80,0.225,6,0,0,1,11
barfijo01,1991,1,TEX,AL,28,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0
barnebr01,1991,1,MON,NL,28,49,1,4,0,0,0,1,0,0,7,19,0.082,0,0,3,0,0
barnesk01,1991,1,DET,AL,75,159,28,46,13,2,5,17,10,7,9,24,0.289,1,0,2,1,1
barrema02,1991,1,SDN,NL,12,16,1,3,1,0,1,3,0,0,0,3,0.188,0,1,0,0,0
basske01,1991,1,SFN,NL,124,361,43,84,10,4,10,40,7,4,36,56,0.233,8,4,2,3,12
batiski01,1991,1,PHI,NL,10,27,2,6,0,0,0,1,0,1,1,8,0.222,1,0,0,0,0
